Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,fa248a47-ae5f-460b-a584-5b168ac888c2,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,984d9233-dddd-41b8-9df3-50703e048603,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,ad9e73ea-e30c-42a0-8e78-12f22060264d,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,0c7e8f36-e307-4407-9de3-403c931f7550,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,af4ded0e-ea97-4820-a9a6-7fa682a929f1,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,ca4ce89c-abd7-4ced-b59c-ed5b17db69f5,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,93d7212b-369e-4e0f-86e3-85ae0507730f,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,a14586b4-0d31-4482-8137-831dfe4ae3f4,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a5c11fac-c0fb-4914-a941-412c1856a1cb,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,8c86ddce-6e2d-49dd-9c87-3904859c5ee8,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,865930e9-ba28-4356-94f9-8f36a3ef7664,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6f356dd0-5703-439c-b80e-2e7bcf0c8255,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,196a7b3f-3fcd-4970-b9d7-4d5cf7e0116e,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,26d5d96f-d566-4438-a58c-5cbd03dfe60c,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,ee059405-481b-4b4a-b26a-ce537f8c1819,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,5e950892-ad50-4aee-9f41-e022bcc0b97e,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,5a8a65be-e389-4b3d-9274-882dd8fe3fc4,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,7b77ce6c-8c9f-4d37-84f7-c1b81e80031f,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,b3e10ca3-4b64-4041-ba94-c13ae531892e,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,a441cb16-4414-42fd-8818-582566d7cd42,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,7be17845-7871-4826-bcf8-8f2422696ebf,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,c8ea6838-db5f-4433-aa2e-e27d8ae423a7,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a168e9bf-40cc-4112-b3ab-7dcb63701201,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,212faf19-e2fb-4c1d-b289-4a2d6c6f7476,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,c34bfaf4-19b3-4ed7-a8dd-6fb5f38b7126,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,bfd1b4b5-057c-49b1-944f-53752aafffd3,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,d6c54443-27ba-4f7c-b313-cdb580b1ce28,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,79562041-ffbe-4daf-b471-ec5bbba3f471,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,d170243e-1b15-4b3b-b434-67203e1a946e,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,3a4b1e19-d2f4-4a5d-967c-8db834e7989d,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,82b32280-7e52-4c2c-bc42-8fedf37d2bcd,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,375b2230-51be-472f-9797-066d3ce723c4,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,091b6e20-a561-44ec-90ee-85981c3b61bb,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,a5685b66-cb01-47ce-bd5e-de6ba27dfb53,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,4da20724-f7c9-4a28-91bb-549473a4327f,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,004c147e-b0f1-4b16-8260-90e8cdb87587,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,63e17f92-fd6b-40fe-8be1-a113d7b0e8b1,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,f5249087-6745-46fd-968e-4465d84f0686,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,22c55248-1eeb-4317-84e9-3709a7f131a3,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,8077f9a2-b575-47cd-a772-c99db6c5e735,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,3e0b5d76-ce7a-440c-b00d-b1683181179a,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,1e66bb69-6a0e-4567-83f1-c37faaca7107,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,e7a7e4c3-7419-45c1-a975-2fdce8e6be07,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,28ac1437-1c17-481f-9df8-30f371259f19,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,87e0ea57-3243-4b09-bd98-a88158153da9,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,bfe56cba-8147-49dd-9620-95afa0f098bd,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,95552cc6-e7c1-4358-94eb-e63ad67fd9eb,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,f2b71da6-23c3-425b-a65e-51de7aa959ba,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,0a9dfba9-5aef-4c6c-a0f1-531d9b872226,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,8289dfd5-b4f0-4960-ab3d-3c2341b6eabb,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,b069cec7-9738-421e-8b6a-c24f9848c0c3,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,20b281f6-4f7e-4e5f-a7b6-c2e1aedbd843,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,6328caca-3e7e-4507-a347-5521ada205f5,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,14f92223-0def-4993-b723-0fa77c22fbe2,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,cb734954-93f4-4be3-a353-8bba841b356f,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,55c4d022-7153-45ae-a0c5-db1ff0fa9f12,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,533d916b-7c93-4e1e-acb2-83e14129ee75,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,fdc67c02-3452-4afe-ab3e-89b22df4fed9,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,f02b70e8-9316-4abb-86df-df11a3f487da,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a98637ef-4ae1-47ec-ba6c-3df8bdedfb94,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,06e901f2-733a-47c2-bf4b-ef992351f1fb,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,437a2f18-a00e-4e7c-8016-eacc2628172c,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,e398ec50-a480-45fc-818c-066513fe6d74,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,3025d5d7-857e-4292-a95a-71f444e1a420,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,d59837eb-5fe3-46b4-bc55-3b39995efb65,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,8b382085-f922-4e37-888c-1b06ea99706b,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,10f6a05e-6fe1-4139-8548-8d2ccda09710,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,46624f31-bc1c-4399-9550-21090c923bb8,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,210b5f28-6c87-407e-a7f2-9e124b43c034,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,e8ce7c37-8e38-4365-90b8-365b2cf6abab,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,b8acd892-13d6-46dc-86f5-5acbaf937717,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d4d37520-d950-44a8-96e8-2c1c20530936,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,729e1182-52e6-4a77-b8f4-bec23344dada,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,952e1ef2-14d4-45d6-ba05-2708091b58e4,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,eb77826d-e2ff-464e-af80-876ce6203d0c,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,1cae4c23-23d3-4bba-9586-ef1dc91f6abe,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,308aaccd-b0cb-4952-bad9-1a6c7a4fa8c4,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,bd707ff7-595b-4955-a62e-9ce4eb874bfc,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,f93798ac-474d-4733-b9a3-59efe8f27dc2,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,18048edf-8a6d-497f-84f6-9376a051e5d6,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,0f763256-e7ff-4e97-84d8-841ec54f21fe,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,9b988cd6-1131-4685-9c0c-38fb619222ab,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,247497e3-ed96-4dd5-b56b-0f00431884b8,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,f529748f-c081-44f3-8764-c3cb0543bf8f,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,2cd18221-cfe7-43f7-b5af-a22908b1f135,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d26f63d7-401e-4607-ae3a-6e3092072341,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,180febfb-9ddf-40c3-b51f-eb11609c2031,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,a588ce47-cf8d-4648-8ff8-c0bb1f6b1c60,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,54c13b8c-a0f1-4f06-b8d9-b3fa5bb279ad,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,0e13428e-8bab-4926-bf2a-025097f3fc57,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,38de0520-35f6-44cc-a151-3de18abb9ce4,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,f392494b-80e9-4384-b100-5afb10501815,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,bcbd51da-5630-4d42-9025-b8e68b0b17dc,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,4af17b73-dbf5-468a-90ee-f0f23f3dd16f,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,5877fb1c-77f4-4c33-aa78-abe3ee39fc0f,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,4952038f-f49b-4c63-82d3-42ef8deb8a50,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,39cf2277-c6c7-407a-8ae9-557571dcc820,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,411fc38f-5e49-4b4a-95ad-cc903def9c83,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,915ef368-227d-48e8-bc7b-b61ec5ceb2eb,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,c192d268-1124-4136-aae4-6b7db50ec1f7,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,7548323b-f211-4b0b-a83f-6ea11ab854f8,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9bcc3884-aa67-4e87-bb0c-8b164e107592,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,6a240004-ab57-469a-8269-240109858523,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,a211540e-663b-46e5-a6ef-ec3c6ffd2e56,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,189e9566-e4d0-4d95-b150-37b225129c76,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,a5033e74-d5c5-4cc1-99ac-949d04b69524,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,e0a4da16-46e5-4e1a-81ee-262d0d864b67,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,bd55e844-1cab-40af-8e23-e13151662039,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,40ebc843-415f-46fb-b188-79b65d282455,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,fa8a27fc-00d7-4bc4-816c-73b969f6b41e,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,8eb33bea-f20b-4616-aa07-c096431e32ec,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,9c6003d1-d64d-41ba-a8d5-31931e96add0,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,fb4f236e-315f-4194-a1f5-82f860dea233,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,328e5e21-1252-4e9c-b97c-1cf69aedf005,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,6dd69013-faf1-4f59-999d-0e163f032198,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,b4e70bff-ed21-4538-9d43-75b878bbffc3,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,caf385b6-dfee-4f6a-8b1f-4950d3e3fdc4,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,b05be434-91d4-467d-b752-0c3c4c703be3,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,64844a2a-ec1e-44ca-a8c4-5f514f4b6d22,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,5716a8fd-d29d-4e78-8efd-088ff6e24287,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,f1006ce4-698d-456c-a1e4-f33f24da08a0,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,062b793a-0594-4995-93eb-67a8f6e871ba,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,083de3bc-51c8-4a9c-8361-eb7a1b8cb6fa,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,0e653b44-cf9a-4266-99a3-0470571fee8f,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,ee17ff07-264e-4f9c-8b5d-f6112461b2da,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,d24ab5f1-742a-4564-9afb-89104327be23,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,2dbf71ab-d3c2-4c2d-bf19-dfd230690054,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,f6b21e31-2f99-4202-bb03-ccc5916c92d7,103333333.33333333
